title,location,company
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35576)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática (35254)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35579)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (36097)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (36859)",Colombia,Bancolombia
Talento B - Ciberseguridad,Colombia,Bancolombia
Director/a de Tecnología,Colombia,Michael Page
Director/a de Tecnología,Colombia,Michael Page
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35574)",Colombia,Bancolombia
Auxiliar de Sistemas,"Medellin, Antioquia, Colombia",Magneto Empleos
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería de Software, Carreras Afines (36101)",Colombia,Bancolombia
"Aprendiz Universitario en Ingenieria de Sistemas, Informática o Industrial (37048)",Colombia,Bancolombia
20757-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
LICENCIADO EN TECNOLOGÍA E INFORMATICA,"Bogota, D.C., Capital District, Colombia",Colegio Franciscano del Virrey Solís
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería de Procesos, Carreras Afines (35836)",Colombia,Bancolombia
20756-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
21002-Técnico de Soporte nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
Analista de Desarrollo Junior,"Medellín, Antioquia, Colombia",Ofimática S.A.
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería de Software, Carreras Afines (35848)",Colombia,Bancolombia
Auxiliar de Informática,"Medellín, Antioquia, Colombia",Blue Door Talent Development
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería de Software, Carreras Afines (35850)",Colombia,Bancolombia
Aprendiz Técnico o Tecnólogo en Sistemas o Afines (30754),Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Estadística (35852)",Colombia,Bancolombia
20501-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
Jefe de Sistemas,"Medellín, Antioquia, Colombia",Ofimática S.A.
Auxiliar Administrativa sector Tecnologia e Informatica - Bogotá Urgente,"Bogota, D.C., Capital District, Colombia",ManpowerGroup
"Aprendiz Universitario en Ingeniería Financiera, Ingeniería de Sistemas, Carreras Afines (35564)",Colombia,Bancolombia
Aprendiz de Sistemas o Informática - Carrera técnica o tecnología,"Cali, Valle del Cauca, Colombia",COOMEVA
Docente Lenguajes de Programación - Bogotá CET,"Bogota, D.C., Capital District, Colombia",Colsubsidio
Auxiliar de sistemas,"Bogota, D.C., Capital District, Colombia",Multiempleos S.A.
Analista II - Configuración y Evolución de Aplicativos,Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Industrial, Matemática, Estadística (36865)",Colombia,Bancolombia
Desarrollador Front-end,Colombia,Sophos Solutions
Analista de implementación y soporte,"Medellín, Antioquia, Colombia",Complementos Humanos
20755-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
Analista de sistemas - Medellín,"Medellín, Antioquia, Colombia",Eficacia
Analista Implementación Soluciones - Conectividad,"Cali, Valle del Cauca, Colombia",ARUS Oficial
Desarrollador Web Junior / Bogotá,"Bogota, D.C., Capital District, Colombia",Messina Market & Catering
Docentes programa Desarrollo de Software módulo de Programación y Web 345397.50,"Medellín, Antioquia, Colombia",CESDE
Técnico de Soporte Nivel 1 - 21622,"Medellin, Antioquia, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
INGENIERO JUNIOR DESARROLLO JAVA,"Bogota, D.C., Capital District, Colombia",ACIERTA HEADHUNTER
Jefe de Soluciones de Negocio - 21552,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
DESARROLLADOR,"Medellin, Antioquia, Colombia",Magneto Empleos
Analista Implementación Soluciones - Conectividad,"Medellin, Antioquia, Colombia",ARUS Oficial
Analista Administrativo,"Bogota, D.C., Capital District, Colombia",Staffing de Colombia
Director de Sistemas,"Barranquilla, Atlántico, Colombia",Alentti
Capacitador / formador,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Ingeniero/a de Ciberseguridad de Servicios de Ciber y Seguridad Negocio (Junior),Colombia,Bancolombia
"Profesional de soporte (Conocimiento SQL, Excel avanzado, Power BI)","Bogota, D.C., Capital District, Colombia","SkyDrill Power Systems, LLC"
Tecnico de soporte- Python,"Palmira, Valle del Cauca, Colombia",Organización Carvajal
Analista de Seguridad Informática,"Medellín, Antioquia, Colombia",Complementos Humanos
ETL Developer,Colombia,Ranger Technical Resources
Analista de Implementación y Soporte,"Medellín, Antioquia, Colombia",Complementos Humanos
Docente de Informática,"Bogota, D.C., Capital District, Colombia",ReclutaPro Colombia
Ingeniero de proyectos agiles,"Bogota, D.C., Capital District, Colombia",Colfondos S.A.
Docente Informatica/Sistemas,"Cali, Valle del Cauca, Colombia",Colegio Ecológico Scout
Practicante Desarrollador Web Frontit,"Bogota, D.C., Capital District, Colombia",SGS
TÉCNICO DE SOPORTE Y TECNOLOGÍA,"Bogota, D.C., Capital District, Colombia",UNIR - La Universidad en Internet
aprendiz tecnico o tecnologo etapa poductiva área informatica urgente,"Bogota, D.C., Capital District, Colombia",ManpowerGroup
Analista de procesos y sistemas de información | Sabaneta Ant,"Sabaneta, Antioquia, Colombia",Organizacion Corona
Desarrollador Front-End,"Bogota, D.C., Capital District, Colombia",Andes Global Trading LLC
Analista Junior QA,"Bogota, D.C., Capital District, Colombia",CCxC – Consulting Center for Competitiveness
Técnico QA Tester Junior - Home Office,"Bogota, D.C., Capital District, Colombia",Esinergia SAS
"Técnico, Tecnólogo o Estudiante de últimos semestre en Informática, Sistemas, Software o afines","Bogota, D.C., Capital District, Colombia",Messina Market & Catering
Analista de Soporte Técnico - SQL,"Medellín, Antioquia, Colombia",E-Global S.A.
Tecnólogo en sistemas- redes de datos y tic,"Girardota, Antioquia, Colombia",Galvaceros S.A.
Docente de Matemáticas e Informática,"Cúcuta, Norte de Santander, Colombia",Colegio La Salle - Cúcuta
Ingeniero/a,"Barranquilla, Atlántico, Colombia",Metamorfosis Seleccionamos Talento Comercial
Analista de Sistemas de Información,"Bogota, D.C., Capital District, Colombia",GHL Hoteles
Analista de Calidad y Pruebas Senior - 21365,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
"Analista infraestructura, informática","Bogota, D.C., Capital District, Colombia",FUNDACION UNIVERSITARIA UNINPAHU
Tecnico soporte en Bucaramanga,"Bucaramanga, Santander, Colombia",S&T Tecnology S.A.S.
Analista de Seguridad Informática Nivel 1,"Bogota, D.C., Capital District, Colombia",Mercanet SAS
Especialista en Bases de Datos y Aplicaciones,"Medellín, Antioquia, Colombia",E-Global S.A.
Auxiliar De Infraestructura - Cali,"Cali, Valle del Cauca, Colombia",Banco W
Profesional Universitario Administración Operativa Banca Electrónica,"Bogota, D.C., Capital District, Colombia",Banco Agrario de Colombia
Auxiliar de Informática,"Medellín, Antioquia, Colombia",Samein
Analista calidad y procesos,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
ingeniero de IT – Aplicaciones,"Rionegro, Antioquia, Colombia",Airplan
Desarrollador web,"Cali, Valle del Cauca, Colombia",ManpowerGroup
ETL ADF Developer (PL489),Colombia,Paralucent
SAP specialist.,"Bogota, D.C., Capital District, Colombia",Ozeol.com
Analista de Soporte TI,"Sabaneta, Antioquia, Colombia",Crystal S.A.S
Analista de Datos,"Cali, Valle del Cauca, Colombia",Netafim
Técnico de soporte computo,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
"Analista de formación, capacitación y desarrollo","Bogota, D.C., Capital District, Colombia",Tecnología Informática
Analista Seguridad TI,"Cali, Valle del Cauca, Colombia",Banco Unión
Analista de soporte para TI,"Bogota, D.C., Capital District, Colombia",Talent Speakers Colombia
Practicante Universitario 2024 - Primer semestre (Perfiles Digitales),"Bogota, D.C., Capital District, Colombia",Tigo Colombia
Ingeniero de Sistemas,"Medellín, Antioquia, Colombia",E-Global S.A.
Analista de Desarrollo SQL Senior,"Medellín, Antioquia, Colombia",Complementos Humanos
INGENIERO DE DESARROLLO JUNIOR PHP WordPress,"Bogota, D.C., Capital District, Colombia",ACIERTA HEADHUNTER
TECNICO EN SISTEMAS - BOGOTA,"Bogota, D.C., Capital District, Colombia",Gestión Informática y Tecnológica de Colombia GIT S.A.S
Asistente de Informática/Infraestrucutra,"Cota, Cundinamarca, Colombia","Arteco, S.A."
Auditor de Sistemas,"Bogota, D.C., Capital District, Colombia",ReclutaPro Colombia
Practicante Sistemas,"Bogota, D.C., Capital District, Colombia",Gvs Colombia Cali
Analista Bi Junior Bogotá,"Bogota, D.C., Capital District, Colombia",Tuplex EOOD (Туплекс ЕООД)
Especialista en bases de datos y aplicaciones,"Medellín, Antioquia, Colombia",E-Global S.A.
Desarrollador(a) Java Labor en Remoto,"Bogota, D.C., Capital District, Colombia",COOMEVA
Auditor en pruebas de seguridad informática,"Bogota, D.C., Capital District, Colombia",KPMG Colombia
Jefe de Proyectos de Desarrollo de Software - TI,"Barranquilla, Atlántico, Colombia",Meico S.A
aprendiz etapa poductiva área informatica urgente,"Bogota, D.C., Capital District, Colombia",ManpowerGroup
Product Manager TECH,"Puerto Rico, Meta, Colombia",Connect
Ingeniero Bases de Datos,"Medellín, Antioquia, Colombia",E-Global S.A.
Auditor TI,"Bogota, D.C., Capital District, Colombia",Pervolare Colombia
Técnico de soporte - computo,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Líder de infraestructura Hibrido Bogotá,"Bogota, D.C., Capital District, Colombia",MAINSOFT LTDA
Auxiliar de soporte técnico - Mesa de ayuda. Bogotá,"Bogota, D.C., Capital District, Colombia",E-Global S.A.
Analista de Requerimientos SST - Bogota,"Bogota, D.C., Capital District, Colombia",ADA S.A.
Auxiliar de calidad y procesos - Iso 9001,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Analista de Seguridad TI,"Cali, Valle del Cauca, Colombia",Banco Unión
Líder de Infraestructura y Bases de Datos,"Bogota, D.C., Capital District, Colombia",Banco de las Microfinanzas - Bancamia S.A.
desarrollador/a de Software,"Medellín, Antioquia, Colombia",Magnum Logistics S.A.S
Desarrollador de bases de datos - Trabajo al Sur de Bogotá (Híbrido),"Bogota, D.C., Capital District, Colombia",Rayogas S.A. ESP
Coordinador Talento Humano Regional Sur,"Neiva, Huila, Colombia",Banco Agrario de Colombia
Recepcionista,"Bogota, D.C., Capital District, Colombia",Grupo Alianza - Gestión Efectiva del Talento Humano
Ingeniero/a de T.I.,"Barranquilla, Atlántico, Colombia",E-Global S.A.
Auxiliar de soporte técnico Bogotá y Medellín,"Medellín, Antioquia, Colombia",E-Global S.A.
Técnico de soporte computo,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Ingeniero de IT – Mesa de ayuda,"Quibdó, Chocó, Colombia",Airplan
Lider de Ciencia de Datos,"Bogota, D.C., Capital District, Colombia",ADA S.A.
Analista de Contenidos UX,"Bogota, D.C., Capital District, Colombia",Mercado Libre
Asistente comercial,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Analista de Bases de Datos - Especialista en Bases de Datos,"Medellín, Antioquia, Colombia",E-Global S.A.
Analista de Contenidos UX,"Bogota, D.C., Capital District, Colombia",Mercado Libre
Auxiliar de inventarios,"Cota, Cundinamarca, Colombia",Tecnología Informática
Líder de desarrollado de Software,"Medellín, Antioquia, Colombia",Complementos Humanos
Tecnólogo en desarrollo de Software o Sistemas,"Cali, Valle del Cauca, Colombia",Branova Limited
Asesor de soporte software,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Analista de Soporte - Colombia,"Medellín, Antioquia, Colombia",Doctus Tech SAS
Practicante Excelencia Operativa,"Bogota, D.C., Capital District, Colombia",Roche
Especialista en Bases de Datos y Aplicaciones,"Medellín, Antioquia, Colombia",E-Global S.A.
Especialista en Bases de Datos y Aplicaciones,"Medellín, Antioquia, Colombia",E-Global S.A.
TECNICO EN SISTEMAS - FACATATIVA,"Cundinamarca, Colombia",Gestión Informática y Tecnológica de Colombia GIT S.A.S
TECNICO SISTEMAS,"Mosquera, Cundinamarca, Colombia",Gestión Informática y Tecnológica de Colombia GIT S.A.S
Analista de Calidad,"Siberia, Cundinamarca, Colombia",PREFABRICADOS CONCRETARTE SAS
Líder De Proyectos - Ingeniero de Proyectos,"Medellín, Antioquia, Colombia",E-Global S.A.
Profesores/as en Informática y Tecnología Clases Online,"Bogota, D.C., Capital District, Colombia",Apprentus Ltd
Auditor TI,"Bogota, D.C., Capital District, Colombia",Joadja Distillery
Arquitecto de Soluciones - Colombia,Colombia,SETI S.A.S
Desarrollador(a) Java Labor en Remoto,"Cali, Valle del Cauca, Colombia",COOMEVA
Administrador de Base de Datos SQL Server - Medellin,"Medellín, Antioquia, Colombia",Magnum Logistics S.A.S
Datamarshall - Analista de datos // Indispensable manejo de power BI y Excel,"Bogota, D.C., Capital District, Colombia",BRM S.A.S
Project Manager,"Bogota, D.C., Capital District, Colombia",Michael Page
Diseñador de procesos (Hibrido-Medellín),"Perímetro Urbano Medellín, Antioquia, Colombia",PersonalSoft
Líder de desarrollado de Software,"Medellín, Antioquia, Colombia",Complementos Humanos
Capacitador organizacional,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
OPERADORA DE CAIXA,"Valparaíso, Antioquia, Colombia",Grupo Polyèlle
Asesor/a II Especialista Análisis y Respuesta,"Bogota, D.C., Capital District, Colombia",Grupo Energía de Bogotá
Practicante Universitario 2024 - Primer semestre (Perfiles Digitales),"Medellin, Antioquia, Colombia",Tigo Colombia
Auditor Senior Informático,"Bogota, D.C., Capital District, Colombia",KPMG Colombia
Analista Soluciones de Negocios - Ingeniero Sistemas,"Yumbo, Valle del Cauca, Colombia",ALUMINA S.A
"Ingeniero de Datos Senior - Bogotá, Colombia","Bogota, D.C., Capital District, Colombia",CINTE Colombia
Auditor interno de TI,"Bogota, D.C., Capital District, Colombia",PwC Colombia
Tecnico de Soporte en Sistemas Informaticos,"Cali, Valle del Cauca, Colombia",WFM INFORMATICA Y TECNOLOGIA SAS
Gerente de cuenta banca oficial - Regional Occidente,"Cali, Valle del Cauca, Colombia",Banco Agrario de Colombia
Consultor de Seguridad SAP Junior con Conocimientos en Fiori,"Envigado, Antioquia, Colombia",724BC CONSULTING S.A.S
