title,location,company,latitud,longitud
tecnico de soporte en sistemas informaticos,cali valle del cauca colombia,wfm informatica y tecnologia sas,3.4516467,-76.5319854
tecnico de soporte computo,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
tester y documentador,bogota dc capital district colombia,ada sa,4.710988599999999,-74.072092
auditor ti,bogota dc capital district colombia,joadja distillery,4.710988599999999,-74.072092
analista de seguridad informatica,medellin antioquia colombia,agaval sa,6.2476376,-75.56581530000001
sap specialist,bogota dc capital district colombia,ozeolcom,4.710988599999999,-74.072092
pasantia academica tecnologia sura octubre ,riohacha la guajira colombia,seguros tendencias y riesgos sura,11.5384151,-72.91678379999999
ingeniero de it  mesa de ayuda,quibdo choco colombia,airplan,5.695633,-76.649812
pasantia academica tecnologia sura octubre ,popayan cauca colombia,seguros tendencias y riesgos sura,2.4448143,-76.6147395
analista de ti microsoft dynamics  sql,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
practicante de mejora continua,sabaneta antioquia colombia,holcim colombia,6.1504856,-75.61687859999999
auxiliar de inventarios,cota cundinamarca colombia,tecnologia informatica,4.8098502,-74.1018383
desarrollador web e integracion,bogota dc capital district colombia,maas app,4.710988599999999,-74.072092
analista de tecnologia ux  colombia,colombia,rawson bpo,4.570868,-74.297333
pasantia academica tecnologia sura octubre ,pasto narino colombia,seguros tendencias y riesgos sura,1.2058837,-77.285787
capacitador organizacional,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
administrador de base de datos sql server  medellin,medellin antioquia colombia,magnum logistics sas,6.2476376,-75.56581530000001
tecnologo en desarrollo de software o sistemas,cali valle del cauca colombia,branova limited,3.4516467,-76.5319854
tecnicoa apoyo en servicio optronica,comuna   estadio tolima colombia,oesia,4.092516799999999,-75.1545381
practicante excelencia operativa,bogota dc capital district colombia,roche,4.710988599999999,-74.072092
analista de servicios  microsoft   colombia,usaquen capital district colombia,innovaxiones,4.703336699999999,-74.0328803
analista contable,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
lider de infraestructura ti,medellin antioquia colombia,smart fit colombia,6.2476376,-75.56581530000001
practicante de mejora continua,sabaneta antioquia colombia,holcim abs,6.1504856,-75.61687859999999
analista  soluciones administrativas y financieras,medellin antioquia colombia,grupo exito,6.2476376,-75.56581530000001
especialista en bases de datos y aplicaciones,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
especialista en bases de datos y aplicaciones,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
pasantia academica tecnologia sura octubre ,mocoa putumayo colombia,seguros tendencias y riesgos sura,1.1477941,-76.64812839999999
analista de seguridad informatica  analista de seguridad de la informacion  minimo  meses de experiencia certificada,bogota dc capital district colombia,brm sas,4.710988599999999,-74.072092
auditor en pruebas de seguridad informatica,bogota dc capital district colombia,kpmg colombia,4.710988599999999,-74.072092
analista de soporte  colombia,medellin antioquia colombia,doctus tech sas,6.2476376,-75.56581530000001
desarrolladora java labor en remoto,cali valle del cauca colombia,coomeva,3.4516467,-76.5319854
asesor de soporte software,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
analista seguridad ti monitoreo,medellin antioquia colombia,postobon sa,6.2476376,-75.56581530000001
analista de calidad,siberia cundinamarca colombia,prefabricados concretarte sas,4.70919,-73.94718
desarollador web,bogota dc capital district colombia,ada sa,4.710988599999999,-74.072092
docente lenguajes de programacion  bogota cet,bogota dc capital district colombia,colsubsidio,4.710988599999999,-74.072092
pasantia academica tecnologia sura octubre ,cartagena bolivar colombia,seguros tendencias y riesgos sura,10.3932277,-75.4832311
analista de pruebas,bogota dc capital district colombia,ada sa,4.710988599999999,-74.072092
pasantia academica tecnologia sura octubre ,villavicencio meta colombia,seguros tendencias y riesgos sura,4.1491688,-73.6285475
pasantia academica tecnologia sura octubre ,florencia caqueta colombia,seguros tendencias y riesgos sura,1.6153858,-75.60423639999999
analista implementacion soluciones  conectividad,cali valle del cauca colombia,arus oficial,3.4516467,-76.5319854
disenador web grafico,bogota dc capital district colombia,ada sa,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
capacitador organizacional,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
pasantia academica tecnologia sura octubre ,quibdo choco colombia,seguros tendencias y riesgos sura,5.695633,-76.649812
analista de tecnologia ux  colombia,colombia,rawson bpo,4.570868,-74.297333
analista de soporte nivel   conectividad,medellin antioquia colombia,divix sas,6.2476376,-75.56581530000001
pasantia academica tecnologia sura octubre ,colombia,seguros tendencias y riesgos sura,4.570868,-74.297333
analista de sistemas  medellin,medellin antioquia colombia,eficacia,6.2476376,-75.56581530000001
auxiliar administrativo  auxiliar administrativa,colombia,bancolombia,4.570868,-74.297333
blue journey programa de estudiantes tecnicos er sem  colombia,bogota dc capital district colombia,ibm,4.710988599999999,-74.072092
analista calidad y procesos,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
dinamizadora municipal ,cocorna antioquia colombia,universidad catolica de oriente,6.057265,-75.185598
analista junior qa,bogota dc capital district colombia,ccxc  consulting center for competitiveness,4.710988599999999,-74.072092
pasantia academica tecnologia sura octubre ,medellin antioquia colombia,seguros tendencias y riesgos sura,6.2476376,-75.56581530000001
tecnico en sistemas  galapa,galapa atlantico colombia,gestion informatica y tecnologica de colombia git sas,10.8996383,-74.88618819999999
aprendiz universitario en ingenieria de sistemas ingenieria de procesos carreras afines ,colombia,bancolombia,4.570868,-74.297333
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
tecnico de soporte y tecnologia,bogota dc capital district colombia,unir  la universidad en internet,4.710988599999999,-74.072092
ingeniero de ciberseguridad  colombia,colombia,bbva en colombia,4.570868,-74.297333
ingeniero de datos junior  bogota colombia,bogota dc capital district colombia,cinte colombia,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
pasantia academica tecnologia sura octubre ,cali valle del cauca colombia,seguros tendencias y riesgos sura,3.4516467,-76.5319854
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
recepcionista,bogota dc capital district colombia,grupo alianza  gestion efectiva del talento humano,4.710988599999999,-74.072092
profesoresas en informatica y tecnologia clases online,bogota dc capital district colombia,apprentus ltd,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas industrial matematica estadistica ,colombia,bancolombia,4.570868,-74.297333
analista de calidad software,medellin antioquia colombia,arus oficial,6.2476376,-75.56581530000001
tecnico en sistemas con exp en mesa de ayuda  soporte tecnico  bogota,bogota dc capital district colombia,dharmachakra,4.710988599999999,-74.072092
etl adf developer pl,colombia,paralucent,4.570868,-74.297333
aprendiz tecnico o tecnologo en sistemas o afines ,colombia,bancolombia,4.570868,-74.297333
aprendiz universitario en ingenieria de sistemas ingenieria de software carreras afines ,colombia,bancolombia,4.570868,-74.297333
especialista de bases de datos  sql server y mongobd,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
coordinador empresarial y oficial,bogota dc capital district colombia,banco agrario de colombia,4.710988599999999,-74.072092
ingeniero de datos,medellin antioquia colombia,banco union,6.2476376,-75.56581530000001
practicante de automatizacion,sabaneta antioquia colombia,holcim abs,6.1504856,-75.61687859999999
ingenieroa de datos de logistica y distribucion junior,colombia,bancolombia,4.570868,-74.297333
gerente nacional de riesgo de mercado y liquidez,bogota dc capital district colombia,banco agrario de colombia,4.710988599999999,-74.072092
jr web developer,bogota dc capital district colombia,abcw global,4.710988599999999,-74.072092
analista infraestructura informatica,bogota dc capital district colombia,fundacion universitaria uninpahu,4.710988599999999,-74.072092
analista de tecnologia ux  colombia,colombia,rawson bpo,4.570868,-74.297333
tecnico de soporte nivel ,bogota dc capital district colombia,colombiana de comercio  corbeta  alkosto sa,4.710988599999999,-74.072092
desarrolladora java labor en remoto,bogota dc capital district colombia,coomeva,4.710988599999999,-74.072092
pasantia academica tecnologia sura octubre ,monteria cordoba colombia,seguros tendencias y riesgos sura,8.750983,-75.8785348
profesoresas en informatica y tecnologia clases online,bogota dc capital district colombia,apprentus ltd,4.710988599999999,-74.072092
administrador de base de datos sql server  medellin,medellin antioquia colombia,magnum logistics sas,6.2476376,-75.56581530000001
tecnico en sistemas  galapa,galapa atlantico colombia,gestion informatica y tecnologica de colombia git sas,10.8996383,-74.88618819999999
ingenieroa de datos de logistica y distribucion junior,colombia,bancolombia,4.570868,-74.297333
auxiliar de calidad y procesos  iso ,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
jr web developer,bogota dc capital district colombia,abcw global,4.710988599999999,-74.072092
analista tic  profesional recien egresado o estudiante de ultimos semestres de ingenieria de sistemas o carreras afines,bogota dc capital district colombia,manpower professional ltda,4.710988599999999,-74.072092
analista de procesos de itil,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
product manager tech,puerto rico meta colombia,connect,2.941214,-73.20746799999999
tecnico de soporte nivel ,bogota dc capital district colombia,colombiana de comercio  corbeta  alkosto sa,4.710988599999999,-74.072092
pasantia academica tecnologia sura octubre ,monteria cordoba colombia,seguros tendencias y riesgos sura,8.750983,-75.8785348
analista mesa de servicio,medellin antioquia colombia,grupo reditos,6.2476376,-75.56581530000001
analista de soporte nivel   conectividad,medellin antioquia colombia,divix sas,6.2476376,-75.56581530000001
ingenieroa,barranquilla atlantico colombia,metamorfosis seleccionamos talento comercial,11.0041072,-74.80698129999999
coordinador empresarial y oficial,bogota dc capital district colombia,banco agrario de colombia,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria de software carreras afines ,colombia,bancolombia,4.570868,-74.297333
lider de proyectos  ingeniero de proyectos,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
analista en inteligencia de mercados y datos,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica estadistica ,colombia,bancolombia,4.570868,-74.297333
analista junior de proyectos tecnologia,palmira valle del cauca colombia,organizacion carvajal,3.5379718,-76.2971657
tecnico en sistemas con exp en mesa de ayuda  soporte tecnico  bogota,bogota dc capital district colombia,dharmachakra,4.710988599999999,-74.072092
docente de matematicas e informatica,cucuta norte de santander colombia,colegio la salle  cucuta,7.8890971,-72.4966896
especialista de bases de datos  sql server y mongobd,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
pasantia academica tecnologia sura octubre ,riohacha la guajira colombia,seguros tendencias y riesgos sura,11.5384151,-72.91678379999999
ingeniero de datos,barranquilla atlantico colombia,banco union,11.0041072,-74.80698129999999
agente de mesa de servicio,barranquilla atlantico colombia,gbm,11.0041072,-74.80698129999999
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
analista de soporte nivel   conectividad,medellin antioquia colombia,divix sas,6.2476376,-75.56581530000001
tecnico de soporte en sitio,santander colombia,sonda,6.6437076,-73.65362089999999
capacitador organizacional,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
director de it sector fintech,bogota dc capital district colombia,acierta headhunter,4.710988599999999,-74.072092
desarrolladora java labor en remoto,bogota dc capital district colombia,coomeva,4.710988599999999,-74.072092
tecnico de soporte nivel ,bogota dc capital district colombia,colombiana de comercio  corbeta  alkosto sa,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
pasantia academica tecnologia sura octubre ,manizales caldas colombia,seguros tendencias y riesgos sura,5.0629743,-75.5027698
practicante de automatizacion,sabaneta antioquia colombia,holcim abs,6.1504856,-75.61687859999999
tecnico de soporte nivel ,bogota dc capital district colombia,colombiana de comercio  corbeta  alkosto sa,4.710988599999999,-74.072092
tecnico en sistemas con exp en mesa de ayuda  soporte tecnico  bogota,bogota dc capital district colombia,dharmachakra,4.710988599999999,-74.072092
pasantia academica tecnologia sura octubre ,medellin antioquia colombia,seguros tendencias y riesgos sura,6.2476376,-75.56581530000001
analista de sistemas de informacion,bogota dc capital district colombia,ghl hoteles,4.710988599999999,-74.072092
tecnico de soporte computo,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de software ingenieria en analitica de datos afines ,colombia,bancolombia,4.570868,-74.297333
analista tic  profesional recien egresado o estudiante de ultimos semestres de ingenieria de sistemas o carreras afines,bogota dc capital district colombia,manpower professional ltda,4.710988599999999,-74.072092
pasantia academica tecnologia sura octubre ,tunja boyaca colombia,seguros tendencias y riesgos sura,5.5446422,-73.3575572
pasantia academica tecnologia sura octubre ,riohacha la guajira colombia,seguros tendencias y riesgos sura,11.5384151,-72.91678379999999
aprendiz universitario en ingenieria de sistemas informatica estadistica o carreras afines ,colombia,bancolombia,4.570868,-74.297333
auditor ti,bogota dc capital district colombia,joadja distillery,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica afines ,colombia,bancolombia,4.570868,-74.297333
analista de sistemas e infraestructura  medellin,medellin antioquia colombia,soluciones inmediatas sas,6.2476376,-75.56581530000001
especialista en bases de datos y aplicaciones,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
pasantia academica tecnologia sura octubre ,pasto narino colombia,seguros tendencias y riesgos sura,1.2058837,-77.285787
desarrollador de bases de datos  trabajo al sur de bogota hibrido,bogota dc capital district colombia,rayogas sa esp,4.710988599999999,-74.072092
analista de bases de datos  especialista en bases de datos,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
desarrollador ti,medellin antioquia colombia,excelec international sas,6.2476376,-75.56581530000001
pasantia academica tecnologia sura octubre ,yopal casanare colombia,seguros tendencias y riesgos sura,5.348903,-72.40052299999999
analista seguridad ti monitoreo,medellin antioquia colombia,postobon sa,6.2476376,-75.56581530000001
pedagogo de convenio jec ciencia y tecnologia,bogota dc capital district colombia,compensar,4.710988599999999,-74.072092
auxiliar de soporte tecnico,bogota dc capital district colombia,eglobal sa,4.710988599999999,-74.072092
analista de aplicaciones y monitoreo  informatica,girardot cundinamarca colombia,soporte sa,4.3045959,-74.8031414
analista de tecnologia ux  colombia,colombia,rawson bpo,4.570868,-74.297333
tecnico en sistemas o informatica  con o sin experiencia laboral,bogota dc capital district colombia,gsh grupo soluciones horizonte,4.710988599999999,-74.072092
capacitador  formador,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
tecnicoa apoyo en servicio optronica,comuna   estadio tolima colombia,oesia,4.092516799999999,-75.1545381
pasantia academica tecnologia sura octubre ,barranquilla atlantico colombia,seguros tendencias y riesgos sura,11.0041072,-74.80698129999999
practicante de mejora continua,sabaneta antioquia colombia,holcim abs,6.1504856,-75.61687859999999
pasantia academica tecnologia sura octubre ,san jose del guaviare guaviare colombia,seguros tendencias y riesgos sura,2.5677606,-72.6396535
administrador de base de datos sql server  medellin,medellin antioquia colombia,magnum logistics sas,6.2476376,-75.56581530000001
analista de bases de datos microsoft dynamics  sql,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
desarrolladora java labor en remoto,cali valle del cauca colombia,coomeva,3.4516467,-76.5319854
profesoresas en informatica y tecnologia clases online,bogota dc capital district colombia,apprentus ltd,4.710988599999999,-74.072092
coordinador empresarial y oficial,bogota dc capital district colombia,banco agrario de colombia,4.710988599999999,-74.072092
profesional senior ti en gestion documental sector bancario  bogota dc,bogota dc capital district colombia,dharmachakra,4.710988599999999,-74.072092
aprendiz de sistemas o informatica  carrera tecnica o tecnologia,cali valle del cauca colombia,coomeva,3.4516467,-76.5319854
analista de desarrollo sql junior,medellin antioquia colombia,complementos humanos,6.2476376,-75.56581530000001
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
operational and fraud risk analyst jr,bogota dc capital district colombia,uala,4.710988599999999,-74.072092
ingeniero de datos,pereira risaralda colombia,banco union,4.8087174,-75.690601
analista de sistemas,bogota dc capital district colombia,ada sa,4.710988599999999,-74.072092
analista semi senior  seccion configuracion evolucion aplicativos,colombia,bancolombia,4.570868,-74.297333
analista bi junior bogota,bogota dc capital district colombia,tuplex eood tupleks eood,4.710988599999999,-74.072092
especialista en bases de datos y aplicaciones,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
profesional de aplicaciones  sql excel power bi,bogota dc capital district colombia,skydrill power systems llc,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica ,colombia,bancolombia,4.570868,-74.297333
pasantia academica tecnologia sura octubre ,cucuta metropolitan area,seguros tendencias y riesgos sura,7.898283200000001,-72.5086511
ingeniero de ciberseguridad  colombia,colombia,bbva en colombia,4.570868,-74.297333
auxiliar de sistemas,bogota dc capital district colombia,multiempleos sa,4.710988599999999,-74.072092
disenador web grafico,bogota dc capital district colombia,ada sa,4.710988599999999,-74.072092
analista de tecnologia ux  colombia,colombia,rawson bpo,4.570868,-74.297333
ingeniero de datos,bogota dc capital district colombia,banco union,4.710988599999999,-74.072092
analista de soporte tecnico  sql,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
tecnico de soporte nivel ,bogota dc capital district colombia,colombiana de comercio  corbeta  alkosto sa,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
tecnico en sistemas,bogota dc capital district colombia,it sistesmas y soluciones sas,4.710988599999999,-74.072092
tecnico de soporte en sistemas informaticos,cali valle del cauca colombia,wfm informatica y tecnologia sas,3.4516467,-76.5319854
desarrollador etl,bogota dc capital district colombia,neoris,4.710988599999999,-74.072092
tecnologo en sistemas medellin,medellin antioquia colombia,soluciones inmediatas sas,6.2476376,-75.56581530000001
aprendiz universitario en ingenieria de sistemas ingenieria de software carreras afines ,colombia,bancolombia,4.570868,-74.297333
ingenieroa de ti,barranquilla atlantico colombia,eglobal sa,11.0041072,-74.80698129999999
analista soporte tic soporte nivel ,bogota dc capital district colombia,colombiana de comercio  corbeta  alkosto sa,4.710988599999999,-74.072092
lider de soporte tic,bogota dc capital district colombia,magneto empleos,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria en ciencia de datos afines ,colombia,bancolombia,4.570868,-74.297333
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
analista de soporte nivel ii,medellin antioquia colombia,divix sas,6.2476376,-75.56581530000001
docente de informatica,bogota dc capital district colombia,reclutapro colombia,4.710988599999999,-74.072092
profesoresas en informatica y tecnologia clases online,bogota dc capital district colombia,apprentus ltd,4.710988599999999,-74.072092
analista jr de continuidad de negocio,bogota dc capital district colombia,uala,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
gerente zonal cesar,barranquilla atlantico colombia,banco agrario de colombia,11.0041072,-74.80698129999999
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
auxiliar de soporte cali  ,cali valle del cauca colombia,magneto empleos,3.4516467,-76.5319854
desarrollador backend python  colombia,colombia,seti sas,4.570868,-74.297333
practicante tecnologia,bogota dc capital district colombia,analitica sas,4.710988599999999,-74.072092
ingeniero de datos,cali valle del cauca colombia,banco union,3.4516467,-76.5319854
tecnico de soporte python,palmira valle del cauca colombia,organizacion carvajal,3.5379718,-76.2971657
tecnico en sistemas con exp en mesa de ayuda  soporte tecnico  bogota,bogota dc capital district colombia,dharmachakra,4.710988599999999,-74.072092
ingeniero bases de datos,medellin antioquia colombia,eglobal sa,6.2476376,-75.56581530000001
docente informaticasistemas,cali valle del cauca colombia,colegio ecologico scout,3.4516467,-76.5319854
capacitador organizacional,bogota dc capital district colombia,tecnologia informatica,4.710988599999999,-74.072092
recepcionista,bogota dc capital district colombia,grupo alianza  gestion efectiva del talento humano,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica afines ,colombia,bancolombia,4.570868,-74.297333
blue journey programa de estudiantes tecnicos er sem  colombia,bogota dc capital district colombia,ibm,4.710988599999999,-74.072092
auditor de sistemas,bogota dc capital district colombia,reclutapro colombia,4.710988599999999,-74.072092
analista de seguridad informatica nivel ,bogota dc capital district colombia,mercanet sas,4.710988599999999,-74.072092
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
aprendiz universitario en ingenieria de software ingenieria en analitica de datos afines ,colombia,bancolombia,4.570868,-74.297333
aprendiz universitario en ingenieria de sistemas ingenieria informatica afines ,colombia,bancolombia,4.570868,-74.297333
aprendiz universitario en ingenieria de sistemas ingenieria informatica carreras afines ,colombia,bancolombia,4.570868,-74.297333
